0 6694 4 1;0 10882 2750;10882 2750 1
0 3057 1643 4 1;0 3537 5866 2750;3537 5866 2750 1
0 5480 7105 6 1;0 2530 6544 12388 9740;2530 6544 12388 9740 1
0 1356 783 4 1;0 2538 11025 2750;2538 11025 2750 1
0 5804 5204 5 1;0 11124 5054 259;11124 5054 259 1
0 4688 3673 4 1;0 2239 8655 2750;2239 8655 2750 1
0 2097 5204 4 1;0 11630 2750;11630 2750 1
0 1594 4211 5688 4 1;0 5950 8644 9976 2750;5950 8644 9976 2750 1
0 5694 59 4 1;0 12219 1882 2750;12219 1882 2750 1
0 3352 4705 4 1;0 8783 2750;8783 2750 1
0 5145 4310 4 1;0 13611 2750;13611 2750 1
0 6764 6579 4 1;0 7066 11352 401 2750;7066 11352 401 2750 1
0 4532 4310 4 1;0 3048 1237 2750;3048 1237 2750 1
0 4532 6199 4 1;0 3048 4218 11096 2750;3048 4218 11096 2750 1
0 2998 4154 4 1;0 910 2750;910 2750 1
0 3862 1473 4 1;0 2239 11289 2750;2239 11289 2750 1
0 3862 6579 4 1;0 2239 401 2750;2239 401 2750 1
0 4512 5454 4 1;0 12568 441 2750;12568 441 2750 1
0 1445 1637 4758 4 1;0 8655 11378 11195 2 11408 2 2750;8655 11378 11195 2 11408 2 2750 1
0 1445 1153 4 1;0 8655 8902 1763 2750;8655 8902 1763 2750 1
0 6959 5565 4 1;0 9004 2750;9004 2750 1
0 6959 6579 4 1;0 8127 401 2750;8127 401 2750 1
0 3543 1027 5 1;0 9825 12783 12388 2750;9825 12783 12388 2750 1
0 2920 2735 2918 4 1;0 2430 8902 10951 2750;2430 8902 10951 2750 1
0 2920 2735 4037 4 1;0 2430 12054 2750;2430 12054 2750 1
0 2920 2735 1116 4 1;0 2430 4808 2750;2430 4808 2750 1
0 2920 2735 1679 4 1;0 2430 187 12388 2750;2430 187 12388 2750 1
0 2920 2735 7089 4 1;0 2430 1054 10148 2750;2430 1054 10148 2750 1
0 2920 1217 7101 4 1;0 2430 12603 10318 2750;2430 12603 10318 2750 1
0 2920 2749 4860 4 1;0 2430 2602 10154 2750;2430 2602 10154 2750 1
0 2920 6808 4 1;0 2430 2680 12388 2750;2430 2680 12388 2750 1
0 2920 1596 4 1;0 2430 5629 10318 3212 2750;2430 5629 10318 3212 2750 1
0 2920 2475 4738 4 1;0 2430 3391 11279 12388 2750;2430 3391 11279 12388 2750 1
0 3476 5730 4 1;0 6892 780 2750;6892 780 2750 1
0 3484 1637 661 4 1;0 2430 11378 7357 10187 2750;2430 11378 7357 10187 2750 1
0 3484 434 4 1;0 2430 11378 4147 13208 2750;2430 11378 4147 13208 2750 1
0 3484 3905 4 1;0 13611 2750;13611 2750 1
0 3484 3905 4 1;0 2430 8902 12036 2750;2430 8902 12036 2750 1
0 3484 3083 4 1;0 2430 4156 3487 2750;2430 4156 3487 2750 1
0 252 4211 6290 6 1;0 9574 4541 9740;9574 4541 9740 1
0 6278 1074 4 1;0 2007 12388 2750;2007 12388 2750 1
0 5388 4089 4 1;0 6061 13817 12388 2750;6061 13817 12388 2750 1
0 5388 4037 4 1;0 1015 8902 12054 2750;1015 8902 12054 2750 1
0 5388 2752 4 1;0 12496 11378 9355 13208 2750;12496 11378 9355 13208 2750 1
0 5388 78 4 1;0 2251 12388 2750;2251 12388 2750 1
0 5388 4792 4 1;0 9250 3968 2750;9250 3968 2750 1
0 6800 4310 4374 4 1;0 12859 2430 2822 2750;12859 2430 2822 2750 1
0 4822 199 4 1;0 3856 3855 7940 2750;3856 3855 7940 2750 1
0 5698 5641 5 1;0 11428 7434 259;11428 7434 259 1
0 4315 5326 4 1;0 12965 5186 3158 2750;12965 5186 3158 2750 1
0 1190 7145 5 1;0 1282 228;1282 228 1
0 1190 7145 4 1;0 1282 2750;1282 2750 1
0 1190 7145 4 1;0 8849 12388 2750;8849 12388 2750 1
0 4079 6618 5 1;0 10538 13393 12388 259;10538 13393 12388 259 1
0 5781 5565 5 1;0 3370 259;3370 259 1
0 4677 6579 4 1;0 3213 401 2750;3213 401 2750 1
0 552 61 4 1;0 2152 7997 2750;2152 7997 2750 1
0 6184 6372 4 1;0 13236 11998 12388 2750;13236 11998 12388 2750 1
0 6184 6563 4 1;0 13236 2536 12388 2750;13236 2536 12388 2750 1
0 6184 5390 4 1;0 13236 10631 4533 2750;13236 10631 4533 2750 1
0 5246 3649 4 1;0 9197 8032 3855 2750;9197 8032 3855 2750 1
0 4332 4135 4 1;0 9101 2750;9101 2750 1
0 3767 487 4 1;0 13776 12096 2750;13776 12096 2750 1
0 3767 4135 5 1;0 13612 259;13612 259 1
0 711 1473 5 1;0 9123 2750;9123 2750 1
0 3931 4248 5 1;0 2654 6942 10624 2750;2654 6942 10624 2750 1
0 3931 4248 4 1;0 2654 6942 10624 2750;2654 6942 10624 2750 1
0 4738 1304 4 1;0 13614 7125 12388 2750;13614 7125 12388 2750 1
0 4738 7143 4 1;0 13367 780 2750;13367 780 2750 1
0 4738 6563 4 1;0 5513 12388 2750;5513 12388 2750 1
0 4738 7106 4 1;0 13614 10510 12388 2750;13614 10510 12388 2750 1
0 523 5898 4 1;0 3837 12374 2750;3837 12374 2750 1
0 4361 2221 4 1;0 13211 2750;13211 2750 1
0 4933 3814 4 1;0 10631 1584 8032 3855 2750;10631 1584 8032 3855 2750 1
0 1130 1929 5 1;0 8792 259;8792 259 1
0 1130 1929 5 1;0 3049 13208 6942 259;3049 13208 6942 259 1
0 5480 2370 6 1;0 9286 2530 2530 2750;9286 2530 2530 2750 1
0 4882 5 1;0 7809 259;7809 259 1
0 691 684 5 1;0 2964 259;2964 259 1
0 691 3463 4 1;0 10318 13286 7863 12388 2750;10318 13286 7863 12388 2750 1
0 5479 5459 5 1;0 3048 8133 259;3048 8133 259 1
0 4333 2920 5086 6 1;0 4186 12388 4541 9740;4186 12388 4541 9740 1
0 1356 1178 4 1;0 13788 10577 2750;13788 10577 2750 1
0 4032 2920 2691 6 1;0 2430 4014 2648 4541 3931;2430 4014 2648 4541 3931 1
0 2097 4157 4 1;0 2642 2750;2642 2750 1
0 6674 5 1;0 10165 13208 259;10165 13208 259 1
0 3352 1114 5 1;0 6532 259;6532 259 1
0 3352 1114 4 1;0 6700 3758 2750;6700 3758 2750 1
0 4059 4211 5555 4 1;0 7697 12496 9577 2750;7697 12496 9577 2750 1
0 4532 3673 4 1;0 13396 7954 8655 12374 2750;13396 7954 8655 12374 2750 1
0 287 4173 4 1;0 767 369 2750;767 369 2750 1
0 2998 4369 4 1;0 7192 2750;7192 2750 1
0 2547 6528 4374 4 1;0 8655 8055 12388 3563;8655 8055 12388 3563 1
0 2547 1570 289 4 1;0 8655 8902 12196 2750;8655 8902 12196 2750 1
0 2547 1570 4344 4 1;0 8655 1034 2750;8655 1034 2750 1
0 2547 1570 7089 4 1;0 8655 10148 2750;8655 10148 2750 1
0 2789 3 2 4738 4 1;0 709 7898 13614 2750;709 7898 13614 2750 1
0 4590 3 2 2095 4 1;0 1030 7898 2333 3524 2750;1030 7898 2333 3524 2750 1
0 3543 2584 5 1;0 3110 4228 2662 259;3110 4228 2662 259 1
0 4250 5204 4 1;0 8999 5054 2750;8999 5054 2750 1
0 2920 2735 1637 661 4 1;0 2430 11378 7357 10187 2750;2430 11378 7357 10187 2750 1
0 2920 2735 6136 4 1;0 2430 9090 1364 2750;2430 9090 1364 2750 1
0 2920 3000 527 4 1;0 4336 8852 2750;4336 8852 2750 1
0 2920 3000 5730 4 1;0 4557 780 2750;4557 780 2750 1
0 2920 1049 5898 4 1;0 2430 6145 12374 2750;2430 6145 12374 2750 1
0 2920 6330 3814 4 1;0 2430 10631 10688 7038 2750;2430 10631 10688 7038 2750 1
0 2920 245 320 4 1;0 2430 10837 13236 2750;2430 10837 13236 2750 1
0 2920 245 3673 4 1;0 2430 5060 8655 2750;2430 5060 8655 2750 1
0 2920 785 7101 4 1;0 2430 13524 10318 2750;2430 13524 10318 2750 1
0 2920 4252 4738 4 1;0 2430 7390 13614 2750;2430 7390 13614 2750 1
0 2920 4252 3673 4 1;0 2430 3044 8655 2750;2430 3044 8655 2750 1
0 2920 2881 2305 4 1;0 2430 1250 13789 2750;2430 1250 13789 2750 1
0 2920 2881 7101 4 1;0 2430 11530 10318 2750;2430 11530 10318 2750 1
0 2920 2881 7101 4 1;0 2430 1250 10318 2750;2430 1250 10318 2750 1
0 2920 2592 320 4 1;0 2430 5204 13236 2750;2430 5204 13236 2750 1
0 2920 2592 7101 4 1;0 2430 9286 13268 2750;2430 9286 13268 2750 1
0 2920 4615 3673 4 1;0 2430 648 8655 2750;2430 648 8655 2750 1
0 2920 4615 7101 4 1;0 2430 648 10318 2750;2430 648 10318 2750 1
0 2920 7094 7101 4 1;0 2430 3425 10318 2750;2430 3425 10318 2750 1
0 2920 3748 4860 4 1;0 2430 12646 11378 5563 13208 2750;2430 12646 11378 5563 13208 2750 1
0 2920 3172 6579 4 1;0 2430 9554 401 2750;2430 9554 401 2750 1
0 3476 6856 4211 4 1;0 4557 9976 13208 2750;4557 9976 13208 2750 1
0 3484 1637 907 4 1;0 2430 11378 12747 10275 2750;2430 11378 12747 10275 2750 1
0 3484 6413 4 1;0 2430 11378 3830 13208 2750;2430 11378 3830 13208 2750 1
0 3484 2628 4 1;0 2430 4814 2750;2430 4814 2750 1
0 3484 6527 4 1;0 6639 12388 2750;6639 12388 2750 1
0 3484 4860 4927 4 1;0 2430 6942 11820 6125 2750;2430 6942 11820 6125 2750 1
0 4733 4738 4 1;0 5406 13614 2750;5406 13614 2750 1
0 252 4211 2592 6 1;0 2482 11378 7463 9740;2482 11378 7463 9740 1
0 5388 4011 4 1;0 10449 10156 2750;10449 10156 2750 1
0 5388 4369 4 1;0 11378 12399 12388 2750;11378 12399 12388 2750 1
0 729 2095 4 1;0 2333 3524 5866 2750;2333 3524 5866 2750 1
0 1444 6933 5 1;0 13776 13650 259;13776 13650 259 1
0 6800 3673 4374 4 1;0 12859 8655 8751 2750;12859 8655 8751 2750 1
0 6800 4310 1096 4 1;0 12859 2430 188 6544 2750;12859 2430 188 6544 2750 1
0 6800 4310 7003 4 1;0 12859 2430 3508 2750;12859 2430 3508 2750 1
0 379 6363 4 1;0 11096 8680 5866 2750;11096 8680 5866 2750 1
0 5698 5573 4 1;0 7434 10316 2750;7434 10316 2750 1
0 3717 5512 4 1;0 10707 12531 2750;10707 12531 2750 1
0 3717 5512 4 1;0 11395 2750;11395 2750 1
0 3717 924 5 1;0 10615 10223 259;10615 10223 259 1
0 3717 924 4 1;0 2263 2750;2263 2750 1
0 3717 924 4 1;0 10615 10223 2750;10615 10223 2750 1
0 4079 3 2 5877 6 1;0 10538 7898 3968 4541 3931;10538 7898 3968 4541 3931 1
0 4690 2321 4 1;0 11254 2396 2750;11254 2396 2750 1
0 6184 2510 4 1;0 13236 2680 12388 2750;13236 2680 12388 2750 1
0 7086 5641 5 1;0 10914 2465 259;10914 2465 259 1
0 3767 5721 4 1;0 11139 2750;11139 2750 1
0 3767 5573 4 1;0 4337 8471 6532 2750;4337 8471 6532 2750 1
0 3217 4300 4 1;0 10875 2750;10875 2750 1
0 5669 973 4 1;0 9131 2750;9131 2750 1
0 3625 5222 4 1;0 3583 2750;3583 2750 1
0 95 6494 4 1;0 9550 7992 2750;9550 7992 2750 1
0 95 6494 4 1;0 1757 12504 1970 2750;1757 12504 1970 2750 1
0 4738 1570 397 4 1;0 13614 2340 2750;13614 2340 2750 1
0 4738 2510 4 1;0 13614 2680 12388 2750;13614 2680 12388 2750 1
0 4738 7134 4 1;0 13614 1917 12388 2750;13614 1917 12388 2750 1
0 4361 434 4 1;0 2619 2750;2619 2750 1
0 4108 6808 4 1;0 11096 2680 12388 2750;11096 2680 12388 2750 1
0 4108 2223 4211 4 1;0 11096 9506 12388 12496 2750;11096 9506 12388 12496 2750 1
0 2605 1570 4211 6 1;0 9250 6492 2662 9740;9250 6492 2662 9740 1
0 4294 4987 6 1;0 9923 5072 616 12514 9740;9923 5072 616 12514 9740 1
0 1858 2735 2920 6 1;0 2430 10631 10191 9740;2430 10631 10191 9740 1
0 1858 2735 2920 6 1;0 9250 6492 3158 3931;9250 6492 3158 3931 1
0 5480 4775 4189 6 1;0 8280 11378 9653 9740;8280 11378 9653 9740 1
0 3686 5420 6 1;0 12272 11195 11378 2530 9740;12272 11195 11378 2530 9740 1
0 3644 997 4 1;0 8570 6690 2750;8570 6690 2750 1
0 597 4189 1929 6 1;0 11096 5998 12388 12514 9740;11096 5998 12388 12514 9740 1
0 597 7101 4738 6 1;0 10318 11378 13614 12514 9740;10318 11378 13614 12514 9740 1
0 597 7101 4303 6 1;0 13268 3863 12388 12514 9740;13268 3863 12388 12514 9740 1
0 597 7101 4303 6 1;0 10318 3863 12388 12514 9740;10318 3863 12388 12514 9740 1
0 597 7101 2769 6 1;0 10318 3166 4541 9740;10318 3166 4541 9740 1
0 5361 7147 4 1;0 11705 3524 2750;11705 3524 2750 1
0 3930 4211 5555 5 1;0 3586 259;3586 259 1
0 4032 7101 7003 6 1;0 10318 210 7434 12514 9740;10318 210 7434 12514 9740 1
0 3913 4310 4374 4 1;0 9733 2430 11195 3563;9733 2430 11195 3563 1
0 1594 4497 2920 3148 4 1;0 2476 2430 10219 13208 9976 2750;2476 2430 10219 13208 9976 2750 1
0 3352 543 5 1;0 371 12374 259;371 12374 259 1
0 3352 2335 5 1;0 6700 5252 259;6700 5252 259 1
0 3352 2830 4 1;0 7752 12104 2750;7752 12104 2750 1
0 3352 326 4 1;0 371 4203 2750;371 4203 2750 1
0 3352 326 4 1;0 2028 4203 2750;2028 4203 2750 1
0 283 5248 4 1;0 13445 3524 2750;13445 3524 2750 1
0 2547 1570 1948 4 1;0 8655 11654 3236 2750;8655 11654 3236 2750 1
0 2547 1570 6212 4 1;0 8655 8538 12388 2750;8655 8538 12388 2750 1
0 1445 3435 4 1;0 8655 8902 13785 2750;8655 8902 13785 2750 1
0 1518 4189 4775 5 1;0 8280 6430 12388 259;8280 6430 12388 259 1
0 1518 3 2 6823 5 1;0 8471 7898 283 2239 2750;8471 7898 283 2239 2750 1
0 3543 4775 7101 6 1;0 6993 6942 4541 9740;6993 6942 4541 9740 1
0 3543 4775 7101 6 1;0 709 4541 9740;709 4541 9740 1
0 3543 5825 5 1;0 389 2662 259;389 2662 259 1
0 3543 1118 5 1;0 4631 6399 2750;4631 6399 2750 1
0 2920 2735 5176 4 1;0 494 12388 2750;494 12388 2750 1
0 2920 1407 6871 4 1;0 2430 7920 2779 2750;2430 7920 2779 2750 1
0 2920 1049 3148 4 1;0 2430 6145 5443 2750;2430 6145 5443 2750 1
0 2920 6965 1917 4 1;0 2430 313 10219 3935 2750;2430 313 10219 3935 2750 1
0 2920 6330 2084 4 1;0 2430 7038 5996 2750;2430 7038 5996 2750 1
0 2920 4458 4037 4 1;0 2430 7551 12054 2750;2430 7551 12054 2750 1
0 2920 4458 5053 4 1;0 2430 4728 8902 6942 2750;2430 4728 8902 6942 2750 1
0 2920 4458 5860 4 1;0 2430 10350 6910 2750;2430 10350 6910 2750 1
0 2920 1815 4972 4 1;0 2430 9923 1757 2750;2430 9923 1757 2750 1
0 2920 6342 7101 4 1;0 2430 4506 10318 13208 2750;2430 4506 10318 13208 2750 1
0 2920 2881 1322 4 1;0 2430 1250 2859 2750;2430 1250 2859 2750 1
0 2920 2881 3849 4 1;0 2430 11530 2283 6810 2750;2430 11530 2283 6810 2750 1
0 2920 2881 5684 4 1;0 2430 1250 11365 2750;2430 1250 11365 2750 1
0 2920 4715 3814 4 1;0 2430 8061 10631 6987 2750;2430 8061 10631 6987 2750 1
0 2920 7094 3359 4 1;0 2430 3425 10400 2750;2430 3425 10400 2750 1
0 2920 7094 2691 4 1;0 2430 3425 1387 2750;2430 3425 1387 2750 1
0 2920 6747 4 1;0 2430 7125 9330 12388 2750;2430 7125 9330 12388 2750 1
0 2920 1397 1473 4 1;0 2430 11378 287 10219 13208 2750;2430 11378 287 10219 13208 2750 1
0 2920 6836 609 4 1;0 10578 6430 3447 5038 2750;10578 6430 3447 5038 2750 1
0 2920 1332 3673 4 1;0 2430 8478 8655 2750;2430 8478 8655 2750 1
0 2920 1332 7101 4 1;0 2430 8478 10318 2750;2430 8478 10318 2750 1
0 2920 6620 2823 4 1;0 2430 7216 6056 3110 2750;2430 7216 6056 3110 2750 1
0 2920 5537 5086 4 1;0 2430 8209 12388 2750;2430 8209 12388 2750 1
0 2920 3884 5747 4 1;0 4336 5331 7665 2750;4336 5331 7665 2750 1
0 2920 3884 5732 4 1;0 4557 8032 2750;4557 8032 2750 1
0 2920 4019 3814 4 1;0 2430 10631 10688 5306 2750;2430 10631 10688 5306 2750 1
0 3476 5790 4 1;0 4557 12963 2750;4557 12963 2750 1
0 3476 1217 4374 4 1;0 4557 7054 2750;4557 7054 2750 1
0 3484 5754 3 2 644 4 1;0 2430 801 11378 12444 2282 2750;2430 801 11378 12444 2282 2750 1
0 3484 1637 1366 4 1;0 2430 11378 12747 5107 13208 10527 2750;2430 11378 12747 5107 13208 10527 2750 1
0 3484 4174 5204 4 1;0 2430 9981 2750;2430 9981 2750 1
0 3484 5825 4 1;0 2430 8902 4932 2750;2430 8902 4932 2750 1
0 3484 394 4 1;0 2430 6178 12388 2750;2430 6178 12388 2750 1
0 3484 394 4 1;0 2430 1002 2750;2430 1002 2750 1
0 3484 2578 4 1;0 2430 10631 2946 2750;2430 10631 2946 2750 1
0 3484 5248 4 1;0 2430 11378 11552 3968 2750;2430 11378 11552 3968 2750 1
0 3484 5003 4 1;0 8801 12388 2750;8801 12388 2750 1
0 252 4738 1544 6 1;0 13614 6895 5866 9740;13614 6895 5866 9740 1
0 252 4211 2581 6 1;0 1584 11378 10318 13208 12514 9740;1584 11378 10318 13208 12514 9740 1
0 6278 1049 1152 5 1;0 1584 313 9281 259;1584 313 9281 259 1
0 6278 1049 1152 5 1;0 313 9281 259;313 9281 259 1
0 5388 2418 4302 4 1;0 9250 11197 7013 13208 4849 2750;9250 11197 7013 13208 4849 2750 1
0 729 3148 2069 4 1;0 8345 10219 313 2750;8345 10219 313 2750 1
0 1444 5277 4 1;0 4569 63 2750;4569 63 2750 1
0 6800 4310 4252 4 1;0 12213 2430 9348 2750;12213 2430 9348 2750 1
0 379 1434 4 1;0 12213 8280 7990 5866 2750;12213 8280 7990 5866 2750 1
0 379 543 4 1;0 12374 5866 2750;12374 5866 2750 1
0 379 2798 5 1;0 12213 8280 7990 5866 2750;12213 8280 7990 5866 2750 1
0 379 2798 4 1;0 11096 4266 5866 2750;11096 4266 5866 2750 1
0 3025 1570 3642 4 1;0 443 11378 12377 13208 2750;443 11378 12377 13208 2750 1
0 5698 3209 4 1;0 83 9006 2750;83 9006 2750 1
0 1042 1570 5681 4 1;0 2974 12819 12388 2750;2974 12819 12388 2750 1
0 4764 4568 4 1;0 2229 259;2229 259 1
0 4599 3316 4 1;0 11392 2750;11392 2750 1
0 1656 3956 4 1;0 5805 2750;5805 2750 1
0 3717 1276 2772 4 1;0 13707 5803 12388 2750;13707 5803 12388 2750 1
0 3027 4 2 2920 1226 4 1;0 6942 2750 2430 2628 2750;6942 2750 2430 2628 2750 1
0 2063 6501 4 1;0 12138 5866 2750;12138 5866 2750 1
0 2063 1178 4 1;0 3048 8144 2750;3048 8144 2750 1
0 1897 3673 4 1;0 10314 8655 2750;10314 8655 2750 1
0 6184 1703 3673 4 1;0 13236 7437 12388 8655 2750;13236 7437 12388 8655 2750 1
0 7086 4300 4 1;0 426 2465 3855 2750;426 2465 3855 2750 1
0 3217 3791 4 1;0 8751 2750;8751 2750 1
0 4275 4964 4 1;0 6987 8149 1376 2750;6987 8149 1376 2750 1
0 4275 4964 4 1;0 443 8149 10154 2750;443 8149 10154 2750 1
0 4275 3403 4 1;0 1584 8902 12137 2750;1584 8902 12137 2750 1
0 4275 4792 4 1;0 9250 3968 2750;9250 3968 2750 1
0 5993 188 4 1;0 11365 11713 2750;11365 11713 2750 1
0 5993 6246 4 1;0 11365 12818 12388 2750;11365 12818 12388 2750 1
0 650 1570 2333 4 1;0 9250 6908 2750;9250 6908 2750 1
0 4738 2439 4 1;0 13614 8174 12388 2750;13614 8174 12388 2750 1
0 4738 2519 4 1;0 2385 4432 2750;2385 4432 2750 1
0 4738 4548 4927 4 1;0 13614 7713 12388 2750;13614 7713 12388 2750 1
0 4738 2475 7101 4 1;0 11279 3391 10318 12388 2750;11279 3391 10318 12388 2750 1
0 523 5732 4 1;0 3238 8032 2750;3238 8032 2750 1
0 3265 5086 4 1;0 3422 12388 2750;3422 12388 2750 1
0 4361 3209 4 1;0 3972 7066 2750;3972 7066 2750 1
